employee_id,employee_number,employee_name,org_path,department,job_code,job_title,job_family,employment_status,home_org_path,hourly_rate
E100177,100177,Jason Mitchell,HHS/TX/FacilityA/HR,HR,RECR,Recruiter,HR,PRN,HHS/TX/FacilityA/HR,17.27
E100178,100178,Bridget Snyder,HHS/TX/FacilityA/HR,HR,HRBP,HR Business Partner,HR,PT,HHS/TX/FacilityA/HR,19.59
E100179,100179,David Perez,HHS/TX/FacilityA/HR,HR,RECR,Recruiter,HR,FT,HHS/TX/FacilityA/HR,30.34
E100180,100180,Jessica Shah,HHS/TX/FacilityA/HR,HR,RECR,Recruiter,HR,PRN,HHS/TX/FacilityA/HR,34.85
E100181,100181,George Stanton,HHS/TX/FacilityA/HR,HR,RECR,Recruiter,HR,FT,HHS/TX/FacilityA/HR,23.88
E100182,100182,Maurice Moore,HHS/TX/FacilityA/HR,HR,RECR,Recruiter,HR,PRN,HHS/TX/FacilityA/HR,25.8
E100183,100183,Ashley Scott,HHS/TX/FacilityA/HR,HR,RECR,Recruiter,HR,PT,HHS/TX/FacilityA/HR,21.72
E100184,100184,Jonathan Barron,HHS/TX/FacilityA/HR,HR,HRBP,HR Business Partner,HR,FT,HHS/TX/FacilityA/HR,24.39
E100185,100185,Michael Gross,HHS/TX/FacilityA/HR,HR,HRBP,HR Business Partner,HR,PT,HHS/TX/FacilityA/HR,15.44
E100186,100186,Mariah Wells,HHS/TX/FacilityA/HR,HR,RECR,Recruiter,HR,PRN,HHS/TX/FacilityA/HR,19.16
E100187,100187,Elaine Wilson,HHS/TX/FacilityA/HR,HR,HRBP,HR Business Partner,HR,PT,HHS/TX/FacilityA/HR,23.48
E100188,100188,Eric Miller,HHS/TX/FacilityA/HR,HR,RECR,Recruiter,HR,PRN,HHS/TX/FacilityA/HR,30.55
E100189,100189,Amy Davis,HHS/TX/FacilityA/HR,HR,HRBP,HR Business Partner,HR,FT,HHS/TX/FacilityA/HR,19.31
E100190,100190,Michael Becker,HHS/TX/FacilityA/HR,HR,RECR,Recruiter,HR,FT,HHS/TX/FacilityA/HR,33.08
E100191,100191,Glenn Tran,HHS/TX/FacilityA/HR,HR,HRBP,HR Business Partner,HR,FT,HHS/TX/FacilityA/HR,27.23
E100192,100192,Sean Sims,HHS/TX/FacilityA/HR,HR,HRBP,HR Business Partner,HR,FT,HHS/TX/FacilityA/HR,16.98
E100193,100193,Christopher Hester,HHS/TX/FacilityA/HR,HR,RECR,Recruiter,HR,FT,HHS/TX/FacilityA/HR,33.47
E100194,100194,Catherine Rosales,HHS/TX/FacilityA/HR,HR,HRBP,HR Business Partner,HR,PT,HHS/TX/FacilityA/HR,21.45
E100195,100195,Alex Morton,HHS/TX/FacilityA/HR,HR,HRBP,HR Business Partner,HR,FT,HHS/TX/FacilityA/HR,28.56
E100196,100196,Kristopher Mccoy,HHS/TX/FacilityA/HR,HR,HRBP,HR Business Partner,HR,PT,HHS/TX/FacilityA/HR,32.54
E100197,100197,Michael Williams,HHS/TX/FacilityA/HR,HR,RECR,Recruiter,HR,PRN,HHS/TX/FacilityA/HR,29.56
E100198,100198,Sue Martinez,HHS/TX/FacilityA/HR,HR,RECR,Recruiter,HR,PT,HHS/TX/FacilityA/HR,33.69
E100199,100199,Charles Wilson,HHS/TX/FacilityA/HR,HR,RECR,Recruiter,HR,PRN,HHS/TX/FacilityA/HR,23.32
E100200,100200,William Ramos,HHS/TX/FacilityA/HR,HR,HRBP,HR Business Partner,HR,PRN,HHS/TX/FacilityA/HR,22.49
E100201,100201,Daniel Farmer,HHS/TX/FacilityA/HR,HR,HRBP,HR Business Partner,HR,FT,HHS/TX/FacilityA/HR,17.83
E100202,100202,Tina Andrews,HHS/TX/FacilityA/HR,HR,HRBP,HR Business Partner,HR,FT,HHS/TX/FacilityA/HR,17.86
E100203,100203,Clinton Velazquez,HHS/TX/FacilityA/HR,HR,RECR,Recruiter,HR,PT,HHS/TX/FacilityA/HR,18.18
E100204,100204,Kevin Barker,HHS/TX/FacilityA/HR,HR,RECR,Recruiter,HR,FT,HHS/TX/FacilityA/HR,21.76
E100205,100205,Madison Chavez,HHS/TX/FacilityA/HR,HR,HRBP,HR Business Partner,HR,FT,HHS/TX/FacilityA/HR,27.68
E100206,100206,Annette Blankenship,HHS/TX/FacilityA/HR,HR,RECR,Recruiter,HR,FT,HHS/TX/FacilityA/HR,20.04
E100207,100207,Daniel Johnson,HHS/TX/FacilityA/HR,HR,RECR,Recruiter,HR,FT,HHS/TX/FacilityA/HR,25.6
E100208,100208,Johnny Vega,HHS/TX/FacilityA/HR,HR,HRBP,HR Business Partner,HR,PT,HHS/TX/FacilityA/HR,18.24
E100209,100209,Kylie Hutchinson,HHS/TX/FacilityA/HR,HR,HRBP,HR Business Partner,HR,PT,HHS/TX/FacilityA/HR,33.97
E100210,100210,Jason Brooks,HHS/TX/FacilityB/Nursing,Nursing,RN,Registered Nurse,Nursing,PRN,HHS/TX/FacilityB/Nursing,24.24
E100211,100211,Jermaine Lyons,HHS/TX/FacilityB/Nursing,Nursing,PCT,Patient Care Tech,Nursing,PT,HHS/TX/FacilityB/Nursing,20.01
E100212,100212,Lisa Sanders,HHS/TX/FacilityB/Nursing,Nursing,PCT,Patient Care Tech,Nursing,FT,HHS/TX/FacilityB/Nursing,22.24
E100213,100213,Steven Ramos,HHS/TX/FacilityB/Nursing,Nursing,PCT,Patient Care Tech,Nursing,PT,HHS/TX/FacilityB/Nursing,29.48
E100214,100214,Theresa Allen,HHS/TX/FacilityB/Nursing,Nursing,RN,Registered Nurse,Nursing,FT,HHS/TX/FacilityB/Nursing,46.17
E100215,100215,Jonathan Morgan,HHS/TX/FacilityB/Nursing,Nursing,RN,Registered Nurse,Nursing,PT,HHS/TX/FacilityB/Nursing,21.45
E100216,100216,Ryan Fuller,HHS/TX/FacilityB/Nursing,Nursing,RN,Registered Nurse,Nursing,PT,HHS/TX/FacilityB/Nursing,43.96
E100217,100217,Mr. Robert Turner PhD,HHS/TX/FacilityB/Nursing,Nursing,RN,Registered Nurse,Nursing,PT,HHS/TX/FacilityB/Nursing,50.89
E100218,100218,Natalie Hayes,HHS/TX/FacilityB/Nursing,Nursing,PCT,Patient Care Tech,Nursing,PRN,HHS/TX/FacilityB/Nursing,37.61
E100219,100219,Anthony Walton,HHS/TX/FacilityB/Nursing,Nursing,PCT,Patient Care Tech,Nursing,PRN,HHS/TX/FacilityB/Nursing,41.2
E100220,100220,Rhonda Yu,HHS/TX/FacilityB/Nursing,Nursing,PCT,Patient Care Tech,Nursing,PT,HHS/TX/FacilityB/Nursing,24.7
E100221,100221,Holly Lang,HHS/TX/FacilityB/Nursing,Nursing,RN,Registered Nurse,Nursing,FT,HHS/TX/FacilityB/Nursing,31.65
E100222,100222,Tamara Rush,HHS/TX/FacilityB/Nursing,Nursing,RN,Registered Nurse,Nursing,PT,HHS/TX/FacilityB/Nursing,18.75
E100223,100223,Virginia Walters,HHS/TX/FacilityB/Nursing,Nursing,RN,Registered Nurse,Nursing,PRN,HHS/TX/FacilityB/Nursing,18.36
E100224,100224,Karen Melendez,HHS/TX/FacilityB/Nursing,Nursing,RN,Registered Nurse,Nursing,PT,HHS/TX/FacilityB/Nursing,42.89
E100225,100225,Christopher Smith,HHS/TX/FacilityB/Nursing,Nursing,RN,Registered Nurse,Nursing,PT,HHS/TX/FacilityB/Nursing,41.44
E100226,100226,Sherry Matthews,HHS/TX/FacilityB/Nursing,Nursing,RN,Registered Nurse,Nursing,PT,HHS/TX/FacilityB/Nursing,38.24
E100227,100227,Mark Scott,HHS/TX/FacilityB/Nursing,Nursing,RN,Registered Nurse,Nursing,FT,HHS/TX/FacilityB/Nursing,19.52
E100228,100228,Miranda Lopez,HHS/TX/FacilityB/Nursing,Nursing,PCT,Patient Care Tech,Nursing,PT,HHS/TX/FacilityB/Nursing,34.4
E100229,100229,Jonathan Beltran,HHS/TX/FacilityB/Nursing,Nursing,PCT,Patient Care Tech,Nursing,FT,HHS/TX/FacilityB/Nursing,25.95
E100230,100230,Robin Harper,HHS/TX/FacilityB/Nursing,Nursing,RN,Registered Nurse,Nursing,PT,HHS/TX/FacilityB/Nursing,39.24
E100231,100231,Paul Hall,HHS/TX/FacilityB/Nursing,Nursing,PCT,Patient Care Tech,Nursing,FT,HHS/TX/FacilityB/Nursing,27.85
E100232,100232,Ian Glover,HHS/TX/FacilityB/Nursing,Nursing,RN,Registered Nurse,Nursing,FT,HHS/TX/FacilityB/Nursing,49.45
E100233,100233,William Smith,HHS/TX/FacilityB/Nursing,Nursing,RN,Registered Nurse,Nursing,PRN,HHS/TX/FacilityB/Nursing,49.19
E100234,100234,Robert Ballard,HHS/TX/FacilityB/Nursing,Nursing,PCT,Patient Care Tech,Nursing,PRN,HHS/TX/FacilityB/Nursing,43.89
E100235,100235,Christopher Gonzales,HHS/TX/FacilityB/Nursing,Nursing,RN,Registered Nurse,Nursing,FT,HHS/TX/FacilityB/Nursing,25.93
E100236,100236,Seth Tapia,HHS/TX/FacilityB/Nursing,Nursing,RN,Registered Nurse,Nursing,FT,HHS/TX/FacilityB/Nursing,18.96
E100237,100237,Jonathan Chavez,HHS/TX/FacilityB/Nursing,Nursing,PCT,Patient Care Tech,Nursing,PT,HHS/TX/FacilityB/Nursing,43.27
E100238,100238,Carrie Morgan,HHS/TX/FacilityB/Nursing,Nursing,PCT,Patient Care Tech,Nursing,PRN,HHS/TX/FacilityB/Nursing,39.55
E100239,100239,James Wilson DDS,HHS/TX/FacilityB/Nursing,Nursing,PCT,Patient Care Tech,Nursing,PT,HHS/TX/FacilityB/Nursing,48.82
E100240,100240,Vanessa Robinson,HHS/TX/FacilityB/Nursing,Nursing,RN,Registered Nurse,Nursing,PT,HHS/TX/FacilityB/Nursing,34.9
E100241,100241,Sheila Frye,HHS/TX/FacilityB/Nursing,Nursing,PCT,Patient Care Tech,Nursing,FT,HHS/TX/FacilityB/Nursing,43.87
E100242,100242,Jose Gray,HHS/TX/FacilityB/Nursing,Nursing,RN,Registered Nurse,Nursing,PRN,HHS/TX/FacilityB/Nursing,37.61
E100243,100243,Richard Young,HHS/TX/FacilityB/Nursing,Nursing,PCT,Patient Care Tech,Nursing,FT,HHS/TX/FacilityB/Nursing,48.97
E100244,100244,Angela Jones,HHS/TX/FacilityB/Nursing,Nursing,PCT,Patient Care Tech,Nursing,FT,HHS/TX/FacilityB/Nursing,36.76
E100245,100245,Colin Tran,HHS/TX/FacilityB/Nursing,Nursing,PCT,Patient Care Tech,Nursing,FT,HHS/TX/FacilityB/Nursing,30.44
E100246,100246,Justin Lane,HHS/TX/FacilityB/Nursing,Nursing,PCT,Patient Care Tech,Nursing,PT,HHS/TX/FacilityB/Nursing,27.87
E100247,100247,Grace Mendoza,HHS/TX/FacilityB/Nursing,Nursing,RN,Registered Nurse,Nursing,FT,HHS/TX/FacilityB/Nursing,41.26
E100248,100248,Jonathan Barnett,HHS/TX/FacilityB/Nursing,Nursing,PCT,Patient Care Tech,Nursing,FT,HHS/TX/FacilityB/Nursing,42.65
E100249,100249,William Long,HHS/TX/FacilityB/Nursing,Nursing,RN,Registered Nurse,Nursing,PT,HHS/TX/FacilityB/Nursing,28.88
E100250,100250,Bobby Mcdonald,HHS/TX/FacilityB/Nursing,Nursing,RN,Registered Nurse,Nursing,PT,HHS/TX/FacilityB/Nursing,22.68
E100251,100251,Antonio Holt,HHS/TX/FacilityB/Nursing,Nursing,RN,Registered Nurse,Nursing,PT,HHS/TX/FacilityB/Nursing,39.5
E100252,100252,Michelle Graham,HHS/TX/FacilityB/Nursing,Nursing,RN,Registered Nurse,Nursing,PRN,HHS/TX/FacilityB/Nursing,31.56
E100253,100253,Adam Beltran,HHS/TX/FacilityB/Nursing,Nursing,PCT,Patient Care Tech,Nursing,PT,HHS/TX/FacilityB/Nursing,52.01
E100254,100254,Kara Mendoza,HHS/TX/FacilityB/Nursing,Nursing,RN,Registered Nurse,Nursing,PRN,HHS/TX/FacilityB/Nursing,35.59
E100255,100255,Vincent Evans,HHS/TX/FacilityB/Nursing,Nursing,RN,Registered Nurse,Nursing,PT,HHS/TX/FacilityB/Nursing,37.95
E100256,100256,Destiny Freeman,HHS/TX/FacilityB/Nursing,Nursing,RN,Registered Nurse,Nursing,PRN,HHS/TX/FacilityB/Nursing,23.91
E100257,100257,David Stevenson,HHS/TX/FacilityB/Nursing,Nursing,RN,Registered Nurse,Nursing,FT,HHS/TX/FacilityB/Nursing,47.49
E100258,100258,Brian Matthews,HHS/TX/FacilityB/Nursing,Nursing,PCT,Patient Care Tech,Nursing,FT,HHS/TX/FacilityB/Nursing,34.39
E100259,100259,Jonathan Garrett,HHS/TX/FacilityB/Nursing,Nursing,PCT,Patient Care Tech,Nursing,PT,HHS/TX/FacilityB/Nursing,19.54
E100260,100260,Jessica Johnson,HHS/TX/FacilityB/Nursing,Nursing,PCT,Patient Care Tech,Nursing,PRN,HHS/TX/FacilityB/Nursing,44.36
E100261,100261,Shannon Villarreal,HHS/TX/FacilityB/Nursing,Nursing,RN,Registered Nurse,Nursing,PRN,HHS/TX/FacilityB/Nursing,36.51
E100262,100262,Harold Johnson,HHS/TX/FacilityB/Nursing,Nursing,RN,Registered Nurse,Nursing,FT,HHS/TX/FacilityB/Nursing,22.96
E100263,100263,Jessica Rice,HHS/TX/FacilityB/Nursing,Nursing,PCT,Patient Care Tech,Nursing,FT,HHS/TX/FacilityB/Nursing,30.77
E100264,100264,Caitlin Williams,HHS/TX/FacilityB/Nursing,Nursing,PCT,Patient Care Tech,Nursing,PT,HHS/TX/FacilityB/Nursing,54.12
E100265,100265,William Johnson,HHS/TX/FacilityB/Nursing,Nursing,RN,Registered Nurse,Nursing,FT,HHS/TX/FacilityB/Nursing,40.55
E100266,100266,Kathryn Prince,HHS/TX/FacilityB/Nursing,Nursing,RN,Registered Nurse,Nursing,FT,HHS/TX/FacilityB/Nursing,30.4
E100267,100267,Mark Bell,HHS/TX/FacilityB/Nursing,Nursing,RN,Registered Nurse,Nursing,FT,HHS/TX/FacilityB/Nursing,47.28
E100268,100268,Lance Ramirez,HHS/TX/FacilityB/Nursing,Nursing,RN,Registered Nurse,Nursing,PT,HHS/TX/FacilityB/Nursing,34.02
E100269,100269,Jennifer Ashley,HHS/TX/FacilityB/Nursing,Nursing,PCT,Patient Care Tech,Nursing,PT,HHS/TX/FacilityB/Nursing,30.89
E100270,100270,Carla Phillips,HHS/TX/FacilityB/Nursing,Nursing,RN,Registered Nurse,Nursing,PT,HHS/TX/FacilityB/Nursing,37.75
E100271,100271,Clinton Gilbert,HHS/TX/FacilityB/Nursing,Nursing,RN,Registered Nurse,Nursing,FT,HHS/TX/FacilityB/Nursing,45.37
E100272,100272,Parker Nichols,HHS/TX/FacilityB/Nursing,Nursing,PCT,Patient Care Tech,Nursing,PRN,HHS/TX/FacilityB/Nursing,32.66
E100273,100273,Sheri Chandler,HHS/TX/FacilityB/Nursing,Nursing,RN,Registered Nurse,Nursing,PRN,HHS/TX/FacilityB/Nursing,28.66
E100274,100274,Lauren Brady,HHS/TX/FacilityB/Nursing,Nursing,RN,Registered Nurse,Nursing,PT,HHS/TX/FacilityB/Nursing,50.2
E100275,100275,Justin Barr,HHS/TX/FacilityB/Nursing,Nursing,PCT,Patient Care Tech,Nursing,PRN,HHS/TX/FacilityB/Nursing,37.0
E100276,100276,Sheena Johnson,HHS/TX/FacilityB/Nursing,Nursing,PCT,Patient Care Tech,Nursing,FT,HHS/TX/FacilityB/Nursing,28.35
E100277,100277,Thomas Gonzalez,HHS/TX/FacilityB/Nursing,Nursing,PCT,Patient Care Tech,Nursing,FT,HHS/TX/FacilityB/Nursing,42.0
E100278,100278,Karen Atkinson,HHS/TX/FacilityB/Nursing,Nursing,PCT,Patient Care Tech,Nursing,FT,HHS/TX/FacilityB/Nursing,40.19
E100279,100279,Christy Hess,HHS/TX/FacilityB/Nursing,Nursing,RN,Registered Nurse,Nursing,PT,HHS/TX/FacilityB/Nursing,44.54
E100280,100280,Jennifer Wright,HHS/TX/FacilityB/EVS,EVS,EVS,Environmental Services Tech,EVS,PRN,HHS/TX/FacilityB/EVS,22.1
E100281,100281,Joseph Chapman,HHS/TX/FacilityB/EVS,EVS,EVS,Environmental Services Tech,EVS,PRN,HHS/TX/FacilityB/EVS,29.09
E100282,100282,Lisa Murphy,HHS/TX/FacilityB/EVS,EVS,LEAD,EVS Lead,EVS,FT,HHS/TX/FacilityB/EVS,24.57
E100283,100283,Sean Harrell,HHS/TX/FacilityB/EVS,EVS,LEAD,EVS Lead,EVS,PT,HHS/TX/FacilityB/EVS,34.86
E100284,100284,Matthew Hanson,HHS/TX/FacilityB/EVS,EVS,EVS,Environmental Services Tech,EVS,PT,HHS/TX/FacilityB/EVS,34.7
E100285,100285,Daniel Jones,HHS/TX/FacilityB/EVS,EVS,LEAD,EVS Lead,EVS,PT,HHS/TX/FacilityB/EVS,23.39
E100286,100286,Miss Andrea Bradshaw MD,HHS/TX/FacilityB/EVS,EVS,LEAD,EVS Lead,EVS,PRN,HHS/TX/FacilityB/EVS,17.51
E100287,100287,Danielle Everett,HHS/TX/FacilityB/EVS,EVS,EVS,Environmental Services Tech,EVS,FT,HHS/TX/FacilityB/EVS,28.84
E100288,100288,Paula Burns,HHS/TX/FacilityB/EVS,EVS,EVS,Environmental Services Tech,EVS,PRN,HHS/TX/FacilityB/EVS,27.96
E100289,100289,Anthony Phillips,HHS/TX/FacilityB/EVS,EVS,LEAD,EVS Lead,EVS,PT,HHS/TX/FacilityB/EVS,34.14
E100290,100290,Susan Roy,HHS/TX/FacilityB/EVS,EVS,EVS,Environmental Services Tech,EVS,PRN,HHS/TX/FacilityB/EVS,28.96
E100291,100291,Dr. Joseph Weber,HHS/TX/FacilityB/EVS,EVS,LEAD,EVS Lead,EVS,PT,HHS/TX/FacilityB/EVS,18.06
E100292,100292,Ashley Ward,HHS/TX/FacilityB/EVS,EVS,LEAD,EVS Lead,EVS,PRN,HHS/TX/FacilityB/EVS,34.39
E100293,100293,Mark Kennedy,HHS/TX/FacilityB/EVS,EVS,LEAD,EVS Lead,EVS,FT,HHS/TX/FacilityB/EVS,24.77
E100294,100294,Kimberly Cochran,HHS/TX/FacilityB/EVS,EVS,EVS,Environmental Services Tech,EVS,FT,HHS/TX/FacilityB/EVS,19.87
E100295,100295,Nicholas Singleton,HHS/TX/FacilityB/EVS,EVS,LEAD,EVS Lead,EVS,PT,HHS/TX/FacilityB/EVS,29.92
E100296,100296,Gabriel Russell,HHS/TX/FacilityB/EVS,EVS,EVS,Environmental Services Tech,EVS,PRN,HHS/TX/FacilityB/EVS,30.63
E100297,100297,Diamond Santiago,HHS/TX/FacilityB/EVS,EVS,LEAD,EVS Lead,EVS,PRN,HHS/TX/FacilityB/EVS,26.73
E100298,100298,James Hall,HHS/TX/FacilityB/EVS,EVS,EVS,Environmental Services Tech,EVS,PT,HHS/TX/FacilityB/EVS,23.69
E100299,100299,Steven Barnes,HHS/TX/FacilityB/EVS,EVS,EVS,Environmental Services Tech,EVS,PT,HHS/TX/FacilityB/EVS,33.46
E100300,100300,Lori Hawkins,HHS/TX/FacilityB/EVS,EVS,LEAD,EVS Lead,EVS,FT,HHS/TX/FacilityB/EVS,28.14
E100301,100301,Amber Lee,HHS/TX/FacilityB/EVS,EVS,LEAD,EVS Lead,EVS,FT,HHS/TX/FacilityB/EVS,15.49
E100302,100302,Kelly Adkins,HHS/TX/FacilityB/EVS,EVS,LEAD,EVS Lead,EVS,PRN,HHS/TX/FacilityB/EVS,25.57
E100303,100303,Ralph Wilson DDS,HHS/TX/FacilityB/EVS,EVS,LEAD,EVS Lead,EVS,FT,HHS/TX/FacilityB/EVS,15.92
E100304,100304,Chloe Delgado,HHS/TX/FacilityB/EVS,EVS,EVS,Environmental Services Tech,EVS,PT,HHS/TX/FacilityB/EVS,18.01
E100305,100305,Dominique Garcia,HHS/TX/FacilityB/EVS,EVS,EVS,Environmental Services Tech,EVS,FT,HHS/TX/FacilityB/EVS,31.69
E100306,100306,Kimberly Marshall,HHS/TX/FacilityB/EVS,EVS,LEAD,EVS Lead,EVS,FT,HHS/TX/FacilityB/EVS,15.36
E100307,100307,Dawn Ellis,HHS/TX/FacilityB/EVS,EVS,LEAD,EVS Lead,EVS,PT,HHS/TX/FacilityB/EVS,27.05
E100308,100308,Nicole Lamb,HHS/TX/FacilityB/EVS,EVS,LEAD,EVS Lead,EVS,PRN,HHS/TX/FacilityB/EVS,20.22
E100309,100309,Susan Freeman,HHS/TX/FacilityB/EVS,EVS,EVS,Environmental Services Tech,EVS,PT,HHS/TX/FacilityB/EVS,16.15
E100310,100310,Heather Bullock,HHS/TX/FacilityB/EVS,EVS,LEAD,EVS Lead,EVS,PRN,HHS/TX/FacilityB/EVS,23.34
E100311,100311,Tyler Johnson,HHS/TX/FacilityB/EVS,EVS,LEAD,EVS Lead,EVS,FT,HHS/TX/FacilityB/EVS,32.06
E100312,100312,Haley Jones,HHS/TX/FacilityB/EVS,EVS,LEAD,EVS Lead,EVS,PRN,HHS/TX/FacilityB/EVS,29.71
E100313,100313,Kimberly Brown,HHS/TX/FacilityB/EVS,EVS,EVS,Environmental Services Tech,EVS,PRN,HHS/TX/FacilityB/EVS,22.96
E100314,100314,Eric Roberts,HHS/TX/FacilityB/EVS,EVS,EVS,Environmental Services Tech,EVS,PRN,HHS/TX/FacilityB/EVS,15.99
E100315,100315,James Mckinney,HHS/TX/FacilityB/EVS,EVS,EVS,Environmental Services Tech,EVS,FT,HHS/TX/FacilityB/EVS,21.78
E100316,100316,Benjamin Vaughn,HHS/TX/FacilityB/EVS,EVS,EVS,Environmental Services Tech,EVS,FT,HHS/TX/FacilityB/EVS,25.15
E100317,100317,Frank Sexton,HHS/TX/FacilityB/EVS,EVS,LEAD,EVS Lead,EVS,PRN,HHS/TX/FacilityB/EVS,31.99
E100318,100318,Mitchell Schmidt,HHS/TX/FacilityB/EVS,EVS,EVS,Environmental Services Tech,EVS,PRN,HHS/TX/FacilityB/EVS,31.25
E100319,100319,Mark Frost,HHS/TX/FacilityB/EVS,EVS,LEAD,EVS Lead,EVS,PT,HHS/TX/FacilityB/EVS,15.41
E100320,100320,Donald Parker,HHS/TX/FacilityB/EVS,EVS,EVS,Environmental Services Tech,EVS,PRN,HHS/TX/FacilityB/EVS,25.82
E100321,100321,Paul Mendoza,HHS/TX/FacilityB/EVS,EVS,LEAD,EVS Lead,EVS,PRN,HHS/TX/FacilityB/EVS,21.05
E100322,100322,Shelly Garza,HHS/TX/FacilityB/EVS,EVS,LEAD,EVS Lead,EVS,PRN,HHS/TX/FacilityB/EVS,19.25
E100323,100323,Debra Jones,HHS/TX/FacilityB/EVS,EVS,EVS,Environmental Services Tech,EVS,PRN,HHS/TX/FacilityB/EVS,16.36
E100324,100324,Deanna Calderon,HHS/TX/FacilityB/EVS,EVS,LEAD,EVS Lead,EVS,PRN,HHS/TX/FacilityB/EVS,19.36
E100325,100325,Kelly Sparks,HHS/TX/FacilityB/EVS,EVS,EVS,Environmental Services Tech,EVS,PT,HHS/TX/FacilityB/EVS,34.97
E100326,100326,Michelle Bell,HHS/TX/FacilityB/EVS,EVS,EVS,Environmental Services Tech,EVS,FT,HHS/TX/FacilityB/EVS,28.02
E100327,100327,Darren Jones,HHS/TX/FacilityB/EVS,EVS,EVS,Environmental Services Tech,EVS,PT,HHS/TX/FacilityB/EVS,27.6
E100328,100328,Derrick Wallace,HHS/TX/FacilityB/EVS,EVS,LEAD,EVS Lead,EVS,FT,HHS/TX/FacilityB/EVS,25.69
E100329,100329,Michael Wright,HHS/TX/FacilityB/EVS,EVS,LEAD,EVS Lead,EVS,PT,HHS/TX/FacilityB/EVS,21.73
E100330,100330,Philip Carroll,HHS/TX/FacilityB/EVS,EVS,EVS,Environmental Services Tech,EVS,PT,HHS/TX/FacilityB/EVS,16.16
E100331,100331,Courtney Garcia,HHS/TX/FacilityB/EVS,EVS,EVS,Environmental Services Tech,EVS,PRN,HHS/TX/FacilityB/EVS,32.26
E100332,100332,Brandon Jones,HHS/TX/FacilityB/EVS,EVS,LEAD,EVS Lead,EVS,PRN,HHS/TX/FacilityB/EVS,29.82
E100333,100333,Joseph Wood,HHS/TX/FacilityB/EVS,EVS,LEAD,EVS Lead,EVS,PRN,HHS/TX/FacilityB/EVS,15.31
E100334,100334,Amy Marshall,HHS/TX/FacilityB/EVS,EVS,LEAD,EVS Lead,EVS,FT,HHS/TX/FacilityB/EVS,20.98
E100335,100335,Gregory Stevenson,HHS/TX/FacilityB/EVS,EVS,EVS,Environmental Services Tech,EVS,PT,HHS/TX/FacilityB/EVS,17.92
E100336,100336,Whitney Morris,HHS/TX/FacilityB/EVS,EVS,EVS,Environmental Services Tech,EVS,PRN,HHS/TX/FacilityB/EVS,16.11
E100337,100337,Tammy Velazquez,HHS/TX/FacilityB/EVS,EVS,LEAD,EVS Lead,EVS,FT,HHS/TX/FacilityB/EVS,21.53
E100338,100338,Christopher Santiago,HHS/TX/FacilityB/EVS,EVS,LEAD,EVS Lead,EVS,PRN,HHS/TX/FacilityB/EVS,33.02
E100339,100339,Sarah Zimmerman,HHS/TX/FacilityB/EVS,EVS,LEAD,EVS Lead,EVS,FT,HHS/TX/FacilityB/EVS,28.95
E100340,100340,Mr. Robert Crane,HHS/TX/FacilityB/EVS,EVS,EVS,Environmental Services Tech,EVS,FT,HHS/TX/FacilityB/EVS,18.56
E100341,100341,Aaron Hopkins,HHS/TX/FacilityB/EVS,EVS,LEAD,EVS Lead,EVS,FT,HHS/TX/FacilityB/EVS,28.34
E100342,100342,Anthony Allen,HHS/TX/FacilityB/EVS,EVS,EVS,Environmental Services Tech,EVS,PRN,HHS/TX/FacilityB/EVS,32.38
E100343,100343,David Blevins,HHS/TX/FacilityB/EVS,EVS,EVS,Environmental Services Tech,EVS,FT,HHS/TX/FacilityB/EVS,18.77
E100344,100344,Dawn Hall,HHS/TX/FacilityB/EVS,EVS,EVS,Environmental Services Tech,EVS,PRN,HHS/TX/FacilityB/EVS,16.3
E100345,100345,Joshua Hughes,HHS/TX/FacilityB/EVS,EVS,LEAD,EVS Lead,EVS,FT,HHS/TX/FacilityB/EVS,31.0
E100346,100346,Desiree Nichols,HHS/TX/FacilityB/EVS,EVS,EVS,Environmental Services Tech,EVS,PRN,HHS/TX/FacilityB/EVS,28.05
E100347,100347,John Dunn,HHS/TX/FacilityB/EVS,EVS,LEAD,EVS Lead,EVS,PT,HHS/TX/FacilityB/EVS,17.09
E100348,100348,Joseph Mcmahon,HHS/TX/FacilityB/EVS,EVS,LEAD,EVS Lead,EVS,PT,HHS/TX/FacilityB/EVS,16.55
E100349,100349,Nicole Flores,HHS/TX/FacilityB/EVS,EVS,EVS,Environmental Services Tech,EVS,PT,HHS/TX/FacilityB/EVS,34.81
